Airport Name,Year,City,Airport ID,Measure,Value
The Eastern Iowa,2018,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),175
Syracuse Hancock International,2018,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),174
Charleston AFB/International,2018,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),173
Boise Air Terminal/Gowen Field,2018,Boise,BOI,All-cargo operations landed weight (thousands of short tons),172
Buffalo Niagara International,2018,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),161
Nashville International,2018,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),154
Shreveport Regional,2018,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),146
Ellison Onizuka Kona International at Keahole,2018,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),142
McGhee Tyson,2018,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),139
Hector International,2018,Fargo,FAR,All-cargo operations landed weight (thousands of short tons),138
Greater Rochester International,2018,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),137
Stockton Metropolitan,2018,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),135
Des Moines International,2018,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),133
Will Rogers World,2018,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),129
Kahului,2018,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),128
Norman Y Mineta San Jose International,2018,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),125
Theodore Francis Green State,2018,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),122
Wichita Dwight D Eisenhower National,2018,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),118
Snohomish County (Paine Field),2018,Everett,PAE,All-cargo operations landed weight (thousands of short tons),116
Gerald R Ford International,2018,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),115
Willow Run,2018,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),109
Norfolk International,2018,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),107
Capital Region International,2018,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),101
Fort Wayne International,2018,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),97
Hilo International,2018,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),95
Guam International,2018,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),95
Great Falls International,2018,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),94
Southwest Georgia Regional,2018,Albany,ABY,All-cargo operations landed weight (thousands of short tons),93
Dane County Regional-Truax Field,2018,Madison,MSN,All-cargo operations landed weight (thousands of short tons),92
San Bernardino International,2018,San Bernardino,SBD,All-cargo operations landed weight (thousands of short tons),91
Southwest Florida International,2018,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),90
Birmingham-Shuttlesworth International,2018,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),89
New York Stewart International,2018,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),88
Albany International,2018,Albany,ALB,All-cargo operations landed weight (thousands of short tons),84
Long Beach /Daugherty Field/,2018,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),84
Mobile Downtown,2018,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),83
Tucson International,2018,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),80
Springfield-Branson National,2018,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),71
Roanoke-Blacksburg Regional/Woodrum Field,2018,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),69
Bill and Hillary Clinton National/Adams Field,2018,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),68
Appleton International,2018,Appleton,ATW,All-cargo operations landed weight (thousands of short tons),64
Lihue,2018,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),64
Kelly Field,2018,San Antonio,SKF,All-cargo operations landed weight (thousands of short tons),63
Toledo Express,2018,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),61
Fresno Yosemite International,2018,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),59
General Downing - Peoria International,2018,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),56
Lafayette Regional/Paul Fournet Field,2018,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),55
Fairbanks International,2018,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),54
City of Colorado Springs Municipal,2018,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),43
Bishop International,2018,Flint,FNT,All-cargo operations landed weight (thousands of short tons),43
Jackson-Medgar Wiley Evers International,2018,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),40
James M Cox Dayton International,2018,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),31
March ARB,2018,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),30
Lovell Field,2018,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),28
Thief River Falls Regional,2018,Thief River Falls,TVF,All-cargo operations landed weight (thousands of short tons),21
Bangor International,2018,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),13
Garden City Regional,2018,Garden City,GCK,All-cargo operations landed weight (thousands of short tons),4
Brownsville/South Padre Island International,2018,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),4
Grand Forks International,2018,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),3
Gogebic-Iron County,2018,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),3
Gallup Municipal,2018,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),2
Chico Municipal,2018,Chico,CIC,All-cargo operations landed weight (thousands of short tons),2
Portsmouth International at Pease,2018,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),2
Niagara Falls International,2018,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),2
Grant County,2018,Silver City,SVC,All-cargo operations landed weight (thousands of short tons),1
Tucumcari Municipal,2018,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2018,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),0
St Pete-Clearwater International,2018,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),0
Memphis International,2019,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"12,172"
Ted Stevens Anchorage International,2019,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"9,153"
Louisville Muhammad Ali International,2019,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"7,800"
Miami International,2019,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"4,618"
Los Angeles International,2019,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"3,730"
Cincinnati/Northern Kentucky International,2019,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"3,619"
Chicago O'Hare International,2019,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"3,272"
Indianapolis International,2019,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,651"
Dallas-Fort Worth International,2019,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"2,370"
Ontario International,2019,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"2,246"
Metropolitan Oakland International,2019,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,836"
John F Kennedy International,2019,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,591"
Hartsfield - Jackson Atlanta International,2019,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,554"
Newark Liberty International,2019,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,527"
Daniel K Inouye International,2019,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,414"
Seattle-Tacoma International,2019,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),"1,240"
Philadelphia International,2019,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),"1,410"
George Bush Intercontinental/Houston,2019,Houston,IAH,All-cargo operations landed weight (thousands of short tons),"1,201"
Chicago/Rockford International,2019,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),"1,186"
Phoenix Sky Harbor International,2019,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),"1,106"
Portland International,2019,Portland,PDX,All-cargo operations landed weight (thousands of short tons),"1,011"
Denver International,2019,Denver,DEN,All-cargo operations landed weight (thousands of short tons),822
Tampa International,2019,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),673
Luis Munoz Marin International,2019,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),613
Baltimore/Washington International Thurgood Marshall,2019,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),690
Rickenbacker International,2019,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),615
Salt Lake City International,2019,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),601
Minneapolis-St Paul International/Wold-Chamberlain,2019,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),558
San Francisco International,2019,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),514
Orlando International,2019,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),643
General Edward Lawrence Logan International,2019,Boston,BOS,All-cargo operations landed weight (thousands of short tons),512
Bradley International,2019,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),631
San Antonio International,2019,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),480
Fort Worth Alliance,2019,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),508
Detroit Metropolitan Wayne County,2019,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),447
Boeing Field/King County International,2019,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),377
Sacramento International,2019,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),353
El Paso International,2019,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),316
Piedmont Triad International,2019,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),467
Lehigh Valley International,2019,Allentown,ABE,All-cargo operations landed weight (thousands of short tons),323
Laredo International,2019,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),255
Charlotte/Douglas International,2019,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),392
General Mitchell International,2019,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),301
San Diego International,2019,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),307
Kansas City International,2019,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),288
Pittsburgh International,2019,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),276
Albuquerque International Sunport,2019,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),273
Sacramento Mather,2019,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),273
Reno/Tahoe International,2019,Reno,RNO,All-cargo operations landed weight (thousands of short tons),320
Manchester,2019,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),277
Austin-Bergstrom International,2019,Austin,AUS,All-cargo operations landed weight (thousands of short tons),271
Richmond International,2019,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),264
Raleigh-Durham International,2019,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),278
Rafael Hernandez,2019,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),265
Jacksonville International,2019,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),282
Washington Dulles International,2019,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),237
Fort Lauderdale/Hollywood International,2019,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),238
Spokane International,2019,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),230
Greenville Spartanburg International,2019,Greer,GSP,All-cargo operations landed weight (thousands of short tons),208
Huntsville International-Carl T Jones Field,2019,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),209
Columbia Metropolitan,2019,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),239
Billings Logan International,2019,Billings,BIL,All-cargo operations landed weight (thousands of short tons),244
Eppley Airfield,2019,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),235
Harrisburg International,2019,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),212
Tulsa International,2019,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),225
Cleveland-Hopkins International,2019,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),217
McCarran International,2019,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),208
Louis Armstrong New Orleans International,2019,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),196
Lubbock Preston Smith International,2019,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),216
St Louis Lambert International,2019,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),202
Valley International,2019,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),183
Joe Foss Field,2019,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),188
The Eastern Iowa,2019,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),189
Syracuse Hancock International,2019,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),218
Charleston AFB/International,2019,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),199
Boise Air Terminal/Gowen Field,2019,Boise,BOI,All-cargo operations landed weight (thousands of short tons),182
Buffalo Niagara International,2019,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),170
Nashville International,2019,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),147
Shreveport Regional,2019,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),136
Ellison Onizuka Kona International at Keahole,2019,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),160
McGhee Tyson,2019,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),143
Hector International,2019,Fargo,FAR,All-cargo operations landed weight (thousands of short tons),196
Greater Rochester International,2019,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),147
Stockton Metropolitan,2019,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),207
Des Moines International,2019,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),133
Will Rogers World,2019,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),132
Kahului,2019,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),153
Norman Y Mineta San Jose International,2019,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),119
Theodore Francis Green State,2019,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),58
Wichita Dwight D Eisenhower National,2019,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),125
Snohomish County (Paine Field),2019,Everett,PAE,All-cargo operations landed weight (thousands of short tons),141
Gerald R Ford International,2019,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),122
Willow Run,2019,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),88
Norfolk International,2019,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),106
Capital Region International,2019,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),115
Fort Wayne International,2019,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),98
Hilo International,2019,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),101
Guam International,2019,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),69
Great Falls International,2019,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),93
Southwest Georgia Regional,2019,Albany,ABY,All-cargo operations landed weight (thousands of short tons),103
Dane County Regional-Truax Field,2019,Madison,MSN,All-cargo operations landed weight (thousands of short tons),93
San Bernardino International,2019,San Bernardino,SBD,All-cargo operations landed weight (thousands of short tons),176
Southwest Florida International,2019,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),97
Birmingham-Shuttlesworth International,2019,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),86
New York Stewart International,2019,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),129
Albany International,2019,Albany,ALB,All-cargo operations landed weight (thousands of short tons),84
Long Beach /Daugherty Field/,2019,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),84
Mobile Downtown,2019,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),84
Tucson International,2019,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),80
Springfield-Branson National,2019,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),69
Roanoke-Blacksburg Regional/Woodrum Field,2019,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),69
Bill and Hillary Clinton National/Adams Field,2019,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),77
Appleton International,2019,Appleton,ATW,All-cargo operations landed weight (thousands of short tons),62
Lihue,2019,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),84
Kelly Field,2019,San Antonio,SKF,All-cargo operations landed weight (thousands of short tons),60
Toledo Express,2019,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),21
Fresno Yosemite International,2019,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),54
General Downing - Peoria International,2019,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),64
Lafayette Regional/Paul Fournet Field,2019,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),57
Fairbanks International,2019,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),51
City of Colorado Springs Municipal,2019,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),53
Bishop International,2019,Flint,FNT,All-cargo operations landed weight (thousands of short tons),43
Jackson-Medgar Wiley Evers International,2019,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),37
James M Cox Dayton International,2019,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),30
March ARB,2019,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),175
Lovell Field,2019,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),26
Thief River Falls Regional,2019,Thief River Falls,TVF,All-cargo operations landed weight (thousands of short tons),20
Bangor International,2019,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),17
Garden City Regional,2019,Garden City,GCK,All-cargo operations landed weight (thousands of short tons),4
Brownsville/South Padre Island International,2019,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),23
Grand Forks International,2019,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),0
Gogebic-Iron County,2019,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),2
Gallup Municipal,2019,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),3
Chico Municipal,2019,Chico,CIC,All-cargo operations landed weight (thousands of short tons),2
Portsmouth International at Pease,2019,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),5
Niagara Falls International,2019,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),8
Grant County,2019,Silver City,SVC,All-cargo operations landed weight (thousands of short tons),1
Tucumcari Municipal,2019,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2019,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),50
St Pete-Clearwater International,2019,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),
William P Hobby,2019,Houston,HOU,All-cargo operations landed weight (thousands of short tons),0
Ellington,2019,Houston,EFD,All-cargo operations landed weight (thousands of short tons),0
Lakeland Linder International,2019,Lakeland,LAL,All-cargo operations landed weight (thousands of short tons),0
Rochester International,2019,Rochester,RST,All-cargo operations landed weight (thousands of short tons),0
Bellingham International,2019,Bellingham,BLI,All-cargo operations landed weight (thousands of short tons),0
Memphis International,2020,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"12,578"
Ted Stevens Anchorage International,2020,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"11,441"
Louisville Muhammad Ali International,2020,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"8,378"
Miami International,2020,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"4,965"
Los Angeles International,2020,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"6,586"
Cincinnati/Northern Kentucky International,2020,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"4,105"
Chicago O'Hare International,2020,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"3,939"
Indianapolis International,2020,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,827"
Dallas-Fort Worth International,2020,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"2,258"
Ontario International,2020,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"2,610"
Metropolitan Oakland International,2020,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,839"
John F Kennedy International,2020,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,716"
Hartsfield - Jackson Atlanta International,2020,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,583"
Newark Liberty International,2020,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,493"
Daniel K Inouye International,2020,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,715"
Seattle-Tacoma International,2020,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),"1,358"
Philadelphia International,2020,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),"1,574"
George Bush Intercontinental/Houston,2020,Houston,IAH,All-cargo operations landed weight (thousands of short tons),"1,229"
Chicago/Rockford International,2020,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),"1,370"
Phoenix Sky Harbor International,2020,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),"1,212"
Portland International,2020,Portland,PDX,All-cargo operations landed weight (thousands of short tons),"1,072"
Denver International,2020,Denver,DEN,All-cargo operations landed weight (thousands of short tons),914
Tampa International,2020,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),703
Luis Munoz Marin International,2020,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),740
Baltimore/Washington International Thurgood Marshall,2020,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),756
Rickenbacker International,2020,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),593
Salt Lake City International,2020,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),669
Minneapolis-St Paul International/Wold-Chamberlain,2020,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),551
San Francisco International,2020,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),623
Orlando International,2020,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),646
General Edward Lawrence Logan International,2020,Boston,BOS,All-cargo operations landed weight (thousands of short tons),599
Bradley International,2020,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),607
San Antonio International,2020,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),467
Fort Worth Alliance,2020,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),831
Detroit Metropolitan Wayne County,2020,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),444
Boeing Field/King County International,2020,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),357
Sacramento International,2020,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),357
El Paso International,2020,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),360
Piedmont Triad International,2020,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),376
Lehigh Valley International,2020,Allentown,ABE,All-cargo operations landed weight (thousands of short tons),287
Laredo International,2020,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),202
Charlotte/Douglas International,2020,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),392
General Mitchell International,2020,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),298
San Diego International,2020,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),337
Kansas City International,2020,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),298
Pittsburgh International,2020,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),274
Albuquerque International Sunport,2020,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),304
Sacramento Mather,2020,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),299
Reno/Tahoe International,2020,Reno,RNO,All-cargo operations landed weight (thousands of short tons),309
Manchester,2020,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),298
Austin-Bergstrom International,2020,Austin,AUS,All-cargo operations landed weight (thousands of short tons),304
Richmond International,2020,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),292
Raleigh-Durham International,2020,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),316
Rafael Hernandez,2020,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),180
Jacksonville International,2020,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),285
Washington Dulles International,2020,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),271
Fort Lauderdale/Hollywood International,2020,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),196
Spokane International,2020,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),232
Greenville Spartanburg International,2020,Greer,GSP,All-cargo operations landed weight (thousands of short tons),199
Huntsville International-Carl T Jones Field,2020,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),151
Columbia Metropolitan,2020,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),236
Billings Logan International,2020,Billings,BIL,All-cargo operations landed weight (thousands of short tons),259
Eppley Airfield,2020,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),238
Harrisburg International,2020,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),224
Tulsa International,2020,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),198
Cleveland-Hopkins International,2020,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),215
McCarran International,2020,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),229
Louis Armstrong New Orleans International,2020,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),200
Lubbock Preston Smith International,2020,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),211
St Louis Lambert International,2020,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),250
Valley International,2020,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),161
Joe Foss Field,2020,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),189
The Eastern Iowa,2020,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),203
Syracuse Hancock International,2020,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),211
Charleston AFB/International,2020,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),148
Boise Air Terminal/Gowen Field,2020,Boise,BOI,All-cargo operations landed weight (thousands of short tons),180
Buffalo Niagara International,2020,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),156
Nashville International,2020,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),143
Shreveport Regional,2020,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),132
Ellison Onizuka Kona International at Keahole,2020,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),171
McGhee Tyson,2020,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),149
Hector International,2020,Fargo,FAR,All-cargo operations landed weight (thousands of short tons),210
Greater Rochester International,2020,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),155
Stockton Metropolitan,2020,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),134
Des Moines International,2020,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),130
Will Rogers World,2020,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),140
Kahului,2020,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),150
Norman Y Mineta San Jose International,2020,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),113
Theodore Francis Green State,2020,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),92
Wichita Dwight D Eisenhower National,2020,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),118
Snohomish County (Paine Field),2020,Everett,PAE,All-cargo operations landed weight (thousands of short tons),99
Gerald R Ford International,2020,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),128
Willow Run,2020,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),63
Norfolk International,2020,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),105
Capital Region International,2020,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),118
